Officer-defined ethnicity,Date,Object of search,Outcome,Type,Gender,Age range,count
Black,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,4
Black,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,1
Black,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Female,25-34,2
Black,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,18-24,1
Black,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,25-34,1
Black,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,over 34,1
Black,2020-03-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,18-24,1
Black,2020-03-01,Stolen goods,Summons / charged by post,Person search,Male,10-17,4
Black,2020-03-01,Stolen goods,Summons / charged by post,Person search,Male,25-34,2
Black,2020-03-01,Stolen goods,Summons / charged by post,Person search,Male,over 34,1
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Female,10-17,1
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,18-24,9
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,25-34,6
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,over 34,2
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,10-17,2
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,18-24,1
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,over 34,1
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,10-17,10
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,18-24,30
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,25-34,11
Black,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,over 34,3
Black,2020-04-01,Anything to threaten or harm anyone,Arrest,Person and Vehicle search,Male,10-17,1
Black,2020-04-01,Anything to threaten or harm anyone,Arrest,Person and Vehicle search,Male,25-34,1
Black,2020-04-01,Anything to threaten or harm anyone,Arrest,Person search,Male,18-24,2
Black,2020-04-01,Anything to threaten or harm anyone,Arrest,Person search,Male,25-34,1
Black,2020-04-01,Anything to threaten or harm anyone,Community resolution,Person and Vehicle search,Male,25-34,1
Black,2020-04-01,Anything to threaten or harm anyone,Community resolution,Person search,Male,18-24,3
Black,2020-04-01,Anything to threaten or harm anyone,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,1
Black,2020-04-01,Anything to threaten or harm anyone,Penalty Notice for Disorder,Person search,Male,18-24,1
Black,2020-04-01,Anything to threaten or harm anyone,Summons / charged by post,Person and Vehicle search,Male,18-24,1
Black,2020-04-01,Anything to threaten or harm anyone,Summons / charged by post,Person and Vehicle search,Male,25-34,1
Black,2020-04-01,Anything to threaten or harm anyone,Summons / charged by post,Person search,Male,18-24,1
Black,2020-04-01,Anything to threaten or harm anyone,Summons / charged by post,Person search,Male,25-34,1
Black,2020-04-01,Articles for use in criminal damage,A no further action disposal,Person and Vehicle search,Male,18-24,1
Black,2020-04-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,10-17,7
Black,2020-04-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,18-24,9
Black,2020-04-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,25-34,1
Black,2020-04-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,over 34,3
Black,2020-04-01,Articles for use in criminal damage,Arrest,Person search,Male,18-24,1
Black,2020-04-01,Articles for use in criminal damage,Community resolution,Person search,Male,10-17,2
Black,2020-04-01,Articles for use in criminal damage,Community resolution,Person search,Male,18-24,1
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,10-17,4
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,18-24,35
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,25-34,24
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,over 34,6
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,10-17,41
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,18-24,861
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,25-34,570
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,over 34,138
Black,2020-04-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Other,18-24,2
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Female,10-17,21
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Female,18-24,77
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Female,25-34,43
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Female,over 34,44
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Male,10-17,561
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Male,18-24,1340
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Male,25-34,670
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Male,over 34,540
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Other,25-34,1
Black,2020-04-01,Controlled drugs,A no further action disposal,Person search,Other,over 34,1
Black,2020-04-01,Controlled drugs,A no further action disposal,Vehicle search,Male,18-24,11
Black,2020-04-01,Controlled drugs,A no further action disposal,Vehicle search,Male,25-34,5
Black,2020-04-01,Controlled drugs,A no further action disposal,Vehicle search,Male,over 34,1
Black,2020-04-01,Controlled drugs,Arrest,Person and Vehicle search,Female,18-24,4
Black,2020-04-01,Controlled drugs,Arrest,Person and Vehicle search,Female,25-34,6
Black,2020-04-01,Controlled drugs,Arrest,Person and Vehicle search,Male,10-17,15
Black,2020-04-01,Controlled drugs,Arrest,Person and Vehicle search,Male,18-24,134
Black,2020-04-01,Controlled drugs,Arrest,Person and Vehicle search,Male,25-34,133
Black,2020-04-01,Controlled drugs,Arrest,Person and Vehicle search,Male,over 34,47
Black,2020-04-01,Controlled drugs,Arrest,Person search,Female,10-17,3
Black,2020-04-01,Controlled drugs,Arrest,Person search,Female,18-24,5
Black,2020-04-01,Controlled drugs,Arrest,Person search,Female,25-34,3
Black,2020-04-01,Controlled drugs,Arrest,Person search,Female,over 34,8
Black,2020-04-01,Controlled drugs,Arrest,Person search,Male,10-17,56
Black,2020-04-01,Controlled drugs,Arrest,Person search,Male,18-24,142
Black,2020-04-01,Controlled drugs,Arrest,Person search,Male,25-34,73
Black,2020-04-01,Controlled drugs,Arrest,Person search,Male,over 34,80
Black,2020-04-01,Controlled drugs,Arrest,Vehicle search,Male,18-24,1
Black,2020-04-01,Controlled drugs,Arrest,Vehicle search,Male,25-34,1
Black,2020-04-01,Controlled drugs,Caution (simple or conditional),Person and Vehicle search,Male,10-17,1
Black,2020-04-01,Controlled drugs,Caution (simple or conditional),Person and Vehicle search,Male,over 34,1
Black,2020-04-01,Controlled drugs,Caution (simple or conditional),Person search,Male,10-17,1
Black,2020-04-01,Controlled drugs,Caution (simple or conditional),Person search,Male,25-34,1
Black,2020-04-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,18-24,17
Black,2020-04-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,25-34,7
Black,2020-04-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,over 34,1
Black,2020-04-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,10-17,1
Black,2020-04-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,18-24,104
Black,2020-04-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,25-34,81
Black,2020-04-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,over 34,32
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Female,10-17,1
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Female,18-24,28
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Female,25-34,9
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Female,over 34,1
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Male,10-17,12
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Male,18-24,187
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Male,25-34,103
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Male,over 34,48
Black,2020-04-01,Controlled drugs,Community resolution,Person search,Other,18-24,1
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,18-24,3
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,25-34,1
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,over 34,3
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,60
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,39
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,9
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person search,Female,10-17,1
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person search,Female,18-24,3
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,18-24,93
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,25-34,38
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,over 34,19
Black,2020-04-01,Controlled drugs,Penalty Notice for Disorder,Vehicle search,Male,18-24,2
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Female,18-24,1
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Female,over 34,1
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,10-17,1
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,18-24,19
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,25-34,31
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,over 34,6
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person search,Female,18-24,1
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person search,Female,over 34,1
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person search,Male,10-17,9
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person search,Male,18-24,33
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person search,Male,25-34,14
Black,2020-04-01,Controlled drugs,Summons / charged by post,Person search,Male,over 34,7
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,10-17,3
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,18-24,17
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,25-34,17
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,over 34,2
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,10-17,1
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,18-24,2
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,over 34,4
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,10-17,50
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,18-24,64
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,25-34,49
Black,2020-04-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,over 34,75
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Female,25-34,1
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,10-17,1
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,18-24,4
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,25-34,1
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,over 34,1
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Other,over 34,1
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person search,Female,18-24,1
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person search,Female,25-34,1
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person search,Female,over 34,3
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person search,Male,10-17,6
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person search,Male,18-24,7
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person search,Male,25-34,10
Black,2020-04-01,Evidence of offences under the Act,Arrest,Person search,Male,over 34,19
Black,2020-04-01,Evidence of offences under the Act,Community resolution,Person and Vehicle search,Male,18-24,3
Black,2020-04-01,Evidence of offences under the Act,Community resolution,Person and Vehicle search,Male,25-34,2
