Officer-defined ethnicity,Date,Object of search,Outcome,Type,Gender,Age range,count
White,2020-02-01,Controlled drugs,A no further action disposal,Person search,Female,over 34,90
White,2020-02-01,Controlled drugs,A no further action disposal,Person search,Male,10-17,394
White,2020-02-01,Controlled drugs,A no further action disposal,Person search,Male,18-24,737
White,2020-02-01,Controlled drugs,A no further action disposal,Person search,Male,25-34,534
White,2020-02-01,Controlled drugs,A no further action disposal,Person search,Male,over 34,513
White,2020-02-01,Controlled drugs,A no further action disposal,Person search,Other,25-34,1
White,2020-02-01,Controlled drugs,A no further action disposal,Person search,Other,over 34,1
White,2020-02-01,Controlled drugs,A no further action disposal,Vehicle search,Female,18-24,1
White,2020-02-01,Controlled drugs,A no further action disposal,Vehicle search,Male,18-24,2
White,2020-02-01,Controlled drugs,A no further action disposal,Vehicle search,Male,25-34,2
White,2020-02-01,Controlled drugs,A no further action disposal,Vehicle search,Male,over 34,2
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Female,10-17,1
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Female,18-24,2
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Female,25-34,5
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Female,over 34,1
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Male,10-17,7
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Male,18-24,59
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Male,25-34,68
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Male,over 34,26
White,2020-02-01,Controlled drugs,Arrest,Person and Vehicle search,Male,under 10,1
White,2020-02-01,Controlled drugs,Arrest,Person search,Female,10-17,10
White,2020-02-01,Controlled drugs,Arrest,Person search,Female,18-24,5
White,2020-02-01,Controlled drugs,Arrest,Person search,Female,25-34,16
White,2020-02-01,Controlled drugs,Arrest,Person search,Female,over 34,11
White,2020-02-01,Controlled drugs,Arrest,Person search,Male,10-17,62
White,2020-02-01,Controlled drugs,Arrest,Person search,Male,18-24,58
White,2020-02-01,Controlled drugs,Arrest,Person search,Male,25-34,69
White,2020-02-01,Controlled drugs,Arrest,Person search,Male,over 34,84
White,2020-02-01,Controlled drugs,Arrest,Vehicle search,Male,18-24,1
White,2020-02-01,Controlled drugs,Caution (simple or conditional),Person and Vehicle search,Male,10-17,1
White,2020-02-01,Controlled drugs,Caution (simple or conditional),Person search,Female,10-17,1
White,2020-02-01,Controlled drugs,Caution (simple or conditional),Person search,Male,10-17,3
White,2020-02-01,Controlled drugs,Caution (simple or conditional),Person search,Male,18-24,2
White,2020-02-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,18-24,6
White,2020-02-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,25-34,3
White,2020-02-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,over 34,1
White,2020-02-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,10-17,2
White,2020-02-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,18-24,62
White,2020-02-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,25-34,46
White,2020-02-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,over 34,15
White,2020-02-01,Controlled drugs,Community resolution,Person search,Female,10-17,2
White,2020-02-01,Controlled drugs,Community resolution,Person search,Female,18-24,28
White,2020-02-01,Controlled drugs,Community resolution,Person search,Female,25-34,10
White,2020-02-01,Controlled drugs,Community resolution,Person search,Female,over 34,6
White,2020-02-01,Controlled drugs,Community resolution,Person search,Male,10-17,22
White,2020-02-01,Controlled drugs,Community resolution,Person search,Male,18-24,213
White,2020-02-01,Controlled drugs,Community resolution,Person search,Male,25-34,112
White,2020-02-01,Controlled drugs,Community resolution,Person search,Male,over 34,55
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,18-24,1
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,14
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,12
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,5
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person search,Female,18-24,1
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person search,Female,25-34,1
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,10-17,1
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,18-24,46
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,25-34,30
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,over 34,7
White,2020-02-01,Controlled drugs,Penalty Notice for Disorder,Vehicle search,Male,25-34,1
White,2020-02-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Female,18-24,1
White,2020-02-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Female,over 34,2
White,2020-02-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,10-17,1
White,2020-02-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,18-24,6
White,2020-02-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,25-34,5
White,2020-02-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,over 34,1
White,2020-02-01,Controlled drugs,Summons / charged by post,Person search,Female,10-17,1
White,2020-02-01,Controlled drugs,Summons / charged by post,Person search,Female,18-24,3
White,2020-02-01,Controlled drugs,Summons / charged by post,Person search,Female,25-34,1
White,2020-02-01,Controlled drugs,Summons / charged by post,Person search,Male,10-17,13
White,2020-02-01,Controlled drugs,Summons / charged by post,Person search,Male,18-24,9
White,2020-02-01,Controlled drugs,Summons / charged by post,Person search,Male,25-34,13
White,2020-02-01,Controlled drugs,Summons / charged by post,Person search,Male,over 34,4
White,2020-02-01,Controlled drugs,Summons / charged by post,Vehicle search,Male,18-24,1
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Female,18-24,3
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,10-17,1
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,18-24,15
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,25-34,11
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,over 34,12
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,10-17,2
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,18-24,7
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,25-34,4
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,over 34,9
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,10-17,103
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,18-24,78
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,25-34,86
White,2020-02-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,over 34,117
White,2020-02-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Female,over 34,1
White,2020-02-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,18-24,4
White,2020-02-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,25-34,6
White,2020-02-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,over 34,6
White,2020-02-01,Evidence of offences under the Act,Arrest,Person search,Female,10-17,1
White,2020-02-01,Evidence of offences under the Act,Arrest,Person search,Female,25-34,2
White,2020-02-01,Evidence of offences under the Act,Arrest,Person search,Female,over 34,1
White,2020-02-01,Evidence of offences under the Act,Arrest,Person search,Male,10-17,11
White,2020-02-01,Evidence of offences under the Act,Arrest,Person search,Male,18-24,17
White,2020-02-01,Evidence of offences under the Act,Arrest,Person search,Male,25-34,22
White,2020-02-01,Evidence of offences under the Act,Arrest,Person search,Male,over 34,29
White,2020-02-01,Evidence of offences under the Act,Community resolution,Person and Vehicle search,Male,25-34,1
White,2020-02-01,Evidence of offences under the Act,Community resolution,Person search,Female,25-34,1
White,2020-02-01,Evidence of offences under the Act,Community resolution,Person search,Male,10-17,1
White,2020-02-01,Evidence of offences under the Act,Community resolution,Person search,Male,18-24,4
White,2020-02-01,Evidence of offences under the Act,Community resolution,Person search,Male,25-34,1
White,2020-02-01,Evidence of offences under the Act,Community resolution,Person search,Male,over 34,1
White,2020-02-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,1
White,2020-02-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,18-24,2
White,2020-02-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,25-34,1
White,2020-02-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,over 34,2
White,2020-02-01,Evidence of offences under the Act,Summons / charged by post,Person and Vehicle search,Male,18-24,1
White,2020-02-01,Evidence of offences under the Act,Summons / charged by post,Person search,Male,25-34,1
White,2020-02-01,Firearms,A no further action disposal,Person and Vehicle search,Female,over 34,1
White,2020-02-01,Firearms,A no further action disposal,Person and Vehicle search,Male,25-34,2
White,2020-02-01,Firearms,A no further action disposal,Person and Vehicle search,Male,over 34,2
White,2020-02-01,Firearms,A no further action disposal,Person search,Female,18-24,1
White,2020-02-01,Firearms,A no further action disposal,Person search,Female,25-34,1
White,2020-02-01,Firearms,A no further action disposal,Person search,Female,over 34,1
White,2020-02-01,Firearms,A no further action disposal,Person search,Male,10-17,2
White,2020-02-01,Firearms,A no further action disposal,Person search,Male,18-24,1
White,2020-02-01,Firearms,A no further action disposal,Person search,Male,25-34,5
White,2020-02-01,Firearms,A no further action disposal,Person search,Male,over 34,4
White,2020-02-01,Firearms,Arrest,Person and Vehicle search,Female,25-34,1
White,2020-02-01,Firearms,Arrest,Person and Vehicle search,Male,25-34,1
White,2020-02-01,Firearms,Arrest,Person and Vehicle search,Male,over 34,1
White,2020-02-01,Firearms,Arrest,Person search,Male,10-17,1
White,2020-02-01,Firearms,Arrest,Person search,Male,25-34,1
White,2020-02-01,Firearms,Arrest,Person search,Male,over 34,1
White,2020-02-01,Fireworks,A no further action disposal,Person search,Male,10-17,2
White,2020-02-01,Fireworks,A no further action disposal,Person search,Male,18-24,1
White,2020-02-01,Fireworks,A no further action disposal,Person search,Male,25-34,1
White,2020-02-01,Fireworks,Arrest,Person and Vehicle search,Male,25-34,1
White,2020-02-01,Fireworks,Community resolution,Person and Vehicle search,Male,18-24,1
White,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,18-24,2
White,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,25-34,1
White,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,over 34,1
White,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,10-17,13
White,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,18-24,42
White,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,25-34,32
White,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,over 34,16
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,10-17,15
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,18-24,10
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,25-34,3
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,over 34,7
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,10-17,299
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,18-24,152
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,25-34,115
White,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,over 34,91
White,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Female,over 34,1
White,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,10-17,3
White,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,18-24,6
White,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,25-34,12
White,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,over 34,4
White,2020-02-01,Offensive weapons,Arrest,Person search,Female,10-17,2
White,2020-02-01,Offensive weapons,Arrest,Person search,Female,18-24,2
White,2020-02-01,Offensive weapons,Arrest,Person search,Female,25-34,1
White,2020-02-01,Offensive weapons,Arrest,Person search,Female,over 34,5
White,2020-02-01,Offensive weapons,Arrest,Person search,Male,10-17,30
White,2020-02-01,Offensive weapons,Arrest,Person search,Male,18-24,25
White,2020-02-01,Offensive weapons,Arrest,Person search,Male,25-34,20
White,2020-02-01,Offensive weapons,Arrest,Person search,Male,over 34,33
White,2020-02-01,Offensive weapons,Arrest,Vehicle search,Male,18-24,1
White,2020-02-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,10-17,1
White,2020-02-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,18-24,1
White,2020-02-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,25-34,2
White,2020-02-01,Offensive weapons,Community resolution,Person search,Male,10-17,4
White,2020-02-01,Offensive weapons,Community resolution,Person search,Male,18-24,10
White,2020-02-01,Offensive weapons,Community resolution,Person search,Male,25-34,1
White,2020-02-01,Offensive weapons,Community resolution,Person search,Male,over 34,2
White,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,2
White,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,1
White,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,18-24,2
White,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,over 34,1
White,2020-02-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,10-17,1
White,2020-02-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,25-34,1
White,2020-02-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,over 34,1
White,2020-02-01,Offensive weapons,Summons / charged by post,Person search,Male,18-24,1
White,2020-02-01,Offensive weapons,Summons / charged by post,Person search,Male,over 34,1
White,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,18-24,1
White,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,25-34,2
White,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,10-17,5
White,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,18-24,39
White,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,25-34,52
White,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,over 34,33
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,10-17,17
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,18-24,36
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,25-34,36
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,over 34,43
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,10-17,262
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,18-24,171
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,25-34,146
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,over 34,181
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Other,25-34,1
White,2020-02-01,Stolen goods,A no further action disposal,Person search,Other,over 34,1
White,2020-02-01,Stolen goods,A no further action disposal,Vehicle search,Male,10-17,1
White,2020-02-01,Stolen goods,A no further action disposal,Vehicle search,Male,18-24,1
White,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Female,18-24,2
White,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Female,25-34,1
White,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,10-17,4
White,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,18-24,14
White,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,25-34,18
White,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,over 34,9
White,2020-02-01,Stolen goods,Arrest,Person search,Female,10-17,3
White,2020-02-01,Stolen goods,Arrest,Person search,Female,18-24,8
White,2020-02-01,Stolen goods,Arrest,Person search,Female,25-34,8
White,2020-02-01,Stolen goods,Arrest,Person search,Female,over 34,11
White,2020-02-01,Stolen goods,Arrest,Person search,Male,10-17,28
White,2020-02-01,Stolen goods,Arrest,Person search,Male,18-24,26
White,2020-02-01,Stolen goods,Arrest,Person search,Male,25-34,45
White,2020-02-01,Stolen goods,Arrest,Person search,Male,over 34,67
White,2020-02-01,Stolen goods,Arrest,Person search,Male,under 10,1
White,2020-02-01,Stolen goods,Caution (simple or conditional),Person search,Male,25-34,1
White,2020-02-01,Stolen goods,Community resolution,Person and Vehicle search,Male,18-24,3
White,2020-02-01,Stolen goods,Community resolution,Person search,Female,10-17,7
White,2020-02-01,Stolen goods,Community resolution,Person search,Female,18-24,2
White,2020-02-01,Stolen goods,Community resolution,Person search,Female,over 34,4
White,2020-02-01,Stolen goods,Community resolution,Person search,Male,10-17,4
White,2020-02-01,Stolen goods,Community resolution,Person search,Male,18-24,13
White,2020-02-01,Stolen goods,Community resolution,Person search,Male,25-34,7
White,2020-02-01,Stolen goods,Community resolution,Person search,Male,over 34,17
White,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,4
White,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,10-17,2
White,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,18-24,4
White,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,25-34,4
White,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,over 34,2
White,2020-02-01,Stolen goods,Penalty Notice for Disorder,Vehicle search,Male,25-34,1
White,2020-02-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,18-24,1
White,2020-02-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,25-34,2
White,2020-02-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,over 34,2
White,2020-02-01,Stolen goods,Summons / charged by post,Person search,Female,over 34,2
White,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,18-24,1
White,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,25-34,1
White,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,over 34,2
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Female,18-24,2
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,10-17,2
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,18-24,7
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,25-34,5
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,over 34,1
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,10-17,4
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,18-24,3
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,25-34,2
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,over 34,1
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,10-17,40
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,18-24,43
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,25-34,21
White,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,over 34,12
White,2020-03-01,Anything to threaten or harm anyone,Arrest,Person and Vehicle search,Male,25-34,3
White,2020-03-01,Anything to threaten or harm anyone,Arrest,Person search,Male,10-17,1
White,2020-03-01,Anything to threaten or harm anyone,Arrest,Person search,Male,over 34,2
White,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person and Vehicle search,Male,18-24,1
White,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person search,Male,18-24,3
White,2020-03-01,Anything to threaten or harm anyone,Penalty Notice for Disorder,Person search,Male,18-24,1
White,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person and Vehicle search,Male,18-24,1
White,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Female,10-17,1
White,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Female,over 34,1
White,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,10-17,16
White,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,18-24,4
White,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,25-34,3
White,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,over 34,3
White,2020-03-01,Articles for use in criminal damage,Arrest,Person search,Female,18-24,1
White,2020-03-01,Articles for use in criminal damage,Arrest,Person search,Female,over 34,1
White,2020-03-01,Articles for use in criminal damage,Arrest,Person search,Male,18-24,1
White,2020-03-01,Articles for use in criminal damage,Arrest,Person search,Male,25-34,2
White,2020-03-01,Articles for use in criminal damage,Community resolution,Person search,Male,18-24,1
White,2020-03-01,Articles for use in criminal damage,Community resolution,Person search,Male,over 34,1
White,2020-03-01,Articles for use in criminal damage,Penalty Notice for Disorder,Person search,Male,over 34,1
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,10-17,6
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,18-24,38
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,25-34,14
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,over 34,17
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,10-17,53
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,18-24,292
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,25-34,132
White,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,over 34,69
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,10-17,60
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,18-24,82
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,25-34,65
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,over 34,84
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,10-17,452
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,18-24,714
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,25-34,520
White,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,over 34,498
White,2020-03-01,Controlled drugs,A no further action disposal,Vehicle search,Male,10-17,1
White,2020-03-01,Controlled drugs,A no further action disposal,Vehicle search,Male,18-24,3
White,2020-03-01,Controlled drugs,A no further action disposal,Vehicle search,Male,25-34,2
White,2020-03-01,Controlled drugs,A no further action disposal,Vehicle search,Male,over 34,1
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,10-17,2
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,18-24,4
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,25-34,6
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,over 34,2
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,10-17,10
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,18-24,67
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,25-34,71
White,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,over 34,35
White,2020-03-01,Controlled drugs,Arrest,Person search,Female,10-17,3
White,2020-03-01,Controlled drugs,Arrest,Person search,Female,18-24,7
White,2020-03-01,Controlled drugs,Arrest,Person search,Female,25-34,8
White,2020-03-01,Controlled drugs,Arrest,Person search,Female,over 34,12
White,2020-03-01,Controlled drugs,Arrest,Person search,Male,10-17,36
White,2020-03-01,Controlled drugs,Arrest,Person search,Male,18-24,59
White,2020-03-01,Controlled drugs,Arrest,Person search,Male,25-34,60
White,2020-03-01,Controlled drugs,Arrest,Person search,Male,over 34,81
White,2020-03-01,Controlled drugs,Arrest,Person search,Other,18-24,1
White,2020-03-01,Controlled drugs,Arrest,Vehicle search,Male,over 34,1
White,2020-03-01,Controlled drugs,Caution (simple or conditional),Person search,Male,10-17,3
White,2020-03-01,Controlled drugs,Caution (simple or conditional),Person search,Male,18-24,1
White,2020-03-01,Controlled drugs,Caution (simple or conditional),Person search,Male,over 34,1
White,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,18-24,10
White,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,25-34,1
White,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,over 34,1
White,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,10-17,1
White,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,18-24,69
White,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,25-34,47
White,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,over 34,17
White,2020-03-01,Controlled drugs,Community resolution,Person search,Female,10-17,2
White,2020-03-01,Controlled drugs,Community resolution,Person search,Female,18-24,11
White,2020-03-01,Controlled drugs,Community resolution,Person search,Female,25-34,8
White,2020-03-01,Controlled drugs,Community resolution,Person search,Male,10-17,32
White,2020-03-01,Controlled drugs,Community resolution,Person search,Male,18-24,177
White,2020-03-01,Controlled drugs,Community resolution,Person search,Male,25-34,102
White,2020-03-01,Controlled drugs,Community resolution,Person search,Male,over 34,52
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,25-34,1
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,over 34,1
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,10-17,1
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,19
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,15
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,3
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Female,18-24,1
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Female,25-34,1
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,10-17,1
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,18-24,44
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,25-34,22
White,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,over 34,7
White,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Female,over 34,1
White,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,18-24,10
White,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,25-34,7
White,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Female,10-17,4
White,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Female,over 34,1
White,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,10-17,12
White,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,18-24,9
White,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,25-34,6
White,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,over 34,1
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,10-17,6
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,18-24,19
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,25-34,15
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,over 34,19
