Officer-defined ethnicity,Date,Outcome,Gender,Age range,count
Black,2020-02-01,A no further action disposal,Male,over 34,579
Black,2020-02-01,A no further action disposal,Male,under 10,1
Black,2020-02-01,A no further action disposal,Other,10-17,2
Black,2020-02-01,A no further action disposal,Other,18-24,1
Black,2020-02-01,Arrest,Female,10-17,9
Black,2020-02-01,Arrest,Female,18-24,11
Black,2020-02-01,Arrest,Female,25-34,5
Black,2020-02-01,Arrest,Female,over 34,17
Black,2020-02-01,Arrest,Male,10-17,217
Black,2020-02-01,Arrest,Male,18-24,310
Black,2020-02-01,Arrest,Male,25-34,232
Black,2020-02-01,Arrest,Male,over 34,187
Black,2020-02-01,Arrest,Male,under 10,1
Black,2020-02-01,Arrest,Other,18-24,1
Black,2020-02-01,Arrest,Other,over 34,1
Black,2020-02-01,Caution (simple or conditional),Female,10-17,1
Black,2020-02-01,Caution (simple or conditional),Male,10-17,5
Black,2020-02-01,Caution (simple or conditional),Male,18-24,2
Black,2020-02-01,Caution (simple or conditional),Male,25-34,1
Black,2020-02-01,Community resolution,Female,10-17,4
Black,2020-02-01,Community resolution,Female,18-24,19
Black,2020-02-01,Community resolution,Female,25-34,8
Black,2020-02-01,Community resolution,Female,over 34,4
Black,2020-02-01,Community resolution,Male,10-17,21
Black,2020-02-01,Community resolution,Male,18-24,211
Black,2020-02-01,Community resolution,Male,25-34,151
Black,2020-02-01,Community resolution,Male,over 34,55
Black,2020-02-01,Community resolution,Other,over 34,1
Black,2020-02-01,Penalty Notice for Disorder,Female,18-24,2
Black,2020-02-01,Penalty Notice for Disorder,Male,10-17,3
Black,2020-02-01,Penalty Notice for Disorder,Male,18-24,72
Black,2020-02-01,Penalty Notice for Disorder,Male,25-34,40
Black,2020-02-01,Penalty Notice for Disorder,Male,over 34,20
Black,2020-02-01,Summons / charged by post,Female,10-17,1
Black,2020-02-01,Summons / charged by post,Female,25-34,2
Black,2020-02-01,Summons / charged by post,Male,10-17,14
Black,2020-02-01,Summons / charged by post,Male,18-24,27
Black,2020-02-01,Summons / charged by post,Male,25-34,23
Black,2020-02-01,Summons / charged by post,Male,over 34,10
Black,2020-03-01,A no further action disposal,Female,10-17,69
Black,2020-03-01,A no further action disposal,Female,18-24,88
Black,2020-03-01,A no further action disposal,Female,25-34,59
Black,2020-03-01,A no further action disposal,Female,over 34,45
Black,2020-03-01,A no further action disposal,Male,10-17,1591
Black,2020-03-01,A no further action disposal,Male,18-24,2008
Black,2020-03-01,A no further action disposal,Male,25-34,1089
Black,2020-03-01,A no further action disposal,Male,over 34,627
Black,2020-03-01,A no further action disposal,Male,under 10,1
Black,2020-03-01,A no further action disposal,Other,10-17,1
Black,2020-03-01,Arrest,Female,10-17,4
Black,2020-03-01,Arrest,Female,18-24,8
Black,2020-03-01,Arrest,Female,25-34,12
Black,2020-03-01,Arrest,Female,over 34,6
Black,2020-03-01,Arrest,Male,10-17,216
Black,2020-03-01,Arrest,Male,18-24,359
Black,2020-03-01,Arrest,Male,25-34,197
Black,2020-03-01,Arrest,Male,over 34,155
Black,2020-03-01,Arrest,Male,under 10,1
Black,2020-03-01,Caution (simple or conditional),Female,10-17,2
Black,2020-03-01,Caution (simple or conditional),Male,10-17,1
Black,2020-03-01,Caution (simple or conditional),Male,18-24,1
Black,2020-03-01,Caution (simple or conditional),Male,25-34,1
Black,2020-03-01,Caution (simple or conditional),Male,over 34,1
Black,2020-03-01,Community resolution,Female,10-17,5
Black,2020-03-01,Community resolution,Female,18-24,15
Black,2020-03-01,Community resolution,Female,25-34,7
Black,2020-03-01,Community resolution,Female,over 34,4
Black,2020-03-01,Community resolution,Male,10-17,21
Black,2020-03-01,Community resolution,Male,18-24,204
Black,2020-03-01,Community resolution,Male,25-34,127
Black,2020-03-01,Community resolution,Male,over 34,53
Black,2020-03-01,Penalty Notice for Disorder,Female,18-24,1
Black,2020-03-01,Penalty Notice for Disorder,Female,25-34,3
Black,2020-03-01,Penalty Notice for Disorder,Male,10-17,1
Black,2020-03-01,Penalty Notice for Disorder,Male,18-24,81
Black,2020-03-01,Penalty Notice for Disorder,Male,25-34,47
Black,2020-03-01,Penalty Notice for Disorder,Male,over 34,15
Black,2020-03-01,Summons / charged by post,Female,10-17,1
Black,2020-03-01,Summons / charged by post,Female,18-24,2
Black,2020-03-01,Summons / charged by post,Female,25-34,1
Black,2020-03-01,Summons / charged by post,Male,10-17,16
Black,2020-03-01,Summons / charged by post,Male,18-24,26
Black,2020-03-01,Summons / charged by post,Male,25-34,18
Black,2020-03-01,Summons / charged by post,Male,over 34,10
Black,2020-04-01,A no further action disposal,Female,10-17,47
Black,2020-04-01,A no further action disposal,Female,18-24,141
Black,2020-04-01,A no further action disposal,Female,25-34,83
Black,2020-04-01,A no further action disposal,Female,over 34,71
Black,2020-04-01,A no further action disposal,Male,10-17,1205
Black,2020-04-01,A no further action disposal,Male,18-24,3163
Black,2020-04-01,A no further action disposal,Male,25-34,1742
Black,2020-04-01,A no further action disposal,Male,over 34,970
Black,2020-04-01,A no further action disposal,Other,18-24,2
Black,2020-04-01,A no further action disposal,Other,25-34,1
Black,2020-04-01,A no further action disposal,Other,over 34,2
Black,2020-04-01,Arrest,Female,10-17,6
Black,2020-04-01,Arrest,Female,18-24,15
Black,2020-04-01,Arrest,Female,25-34,16
Black,2020-04-01,Arrest,Female,over 34,19
Black,2020-04-01,Arrest,Male,10-17,155
Black,2020-04-01,Arrest,Male,18-24,390
Black,2020-04-01,Arrest,Male,25-34,309
Black,2020-04-01,Arrest,Male,over 34,214
Black,2020-04-01,Arrest,Other,over 34,1
Black,2020-04-01,Caution (simple or conditional),Male,10-17,2
Black,2020-04-01,Caution (simple or conditional),Male,25-34,1
Black,2020-04-01,Caution (simple or conditional),Male,over 34,1
Black,2020-04-01,Community resolution,Female,10-17,1
Black,2020-04-01,Community resolution,Female,18-24,46
Black,2020-04-01,Community resolution,Female,25-34,16
Black,2020-04-01,Community resolution,Female,over 34,5
Black,2020-04-01,Community resolution,Male,10-17,23
Black,2020-04-01,Community resolution,Male,18-24,326
Black,2020-04-01,Community resolution,Male,25-34,199
Black,2020-04-01,Community resolution,Male,over 34,92
Black,2020-04-01,Community resolution,Other,18-24,1
Black,2020-04-01,Penalty Notice for Disorder,Female,10-17,1
Black,2020-04-01,Penalty Notice for Disorder,Female,18-24,6
Black,2020-04-01,Penalty Notice for Disorder,Female,25-34,1
Black,2020-04-01,Penalty Notice for Disorder,Female,over 34,3
Black,2020-04-01,Penalty Notice for Disorder,Male,10-17,3
Black,2020-04-01,Penalty Notice for Disorder,Male,18-24,196
Black,2020-04-01,Penalty Notice for Disorder,Male,25-34,90
Black,2020-04-01,Penalty Notice for Disorder,Male,over 34,33
Black,2020-04-01,Summons / charged by post,Female,18-24,2
Black,2020-04-01,Summons / charged by post,Female,over 34,2
Black,2020-04-01,Summons / charged by post,Male,10-17,13
Black,2020-04-01,Summons / charged by post,Male,18-24,65
Black,2020-04-01,Summons / charged by post,Male,25-34,57
Black,2020-04-01,Summons / charged by post,Male,over 34,15
Black,2020-05-01,A no further action disposal,Female,10-17,74
Black,2020-05-01,A no further action disposal,Female,18-24,195
Black,2020-05-01,A no further action disposal,Female,25-34,125
Black,2020-05-01,A no further action disposal,Female,over 34,99
Black,2020-05-01,A no further action disposal,Male,10-17,2116
Black,2020-05-01,A no further action disposal,Male,18-24,4316
Black,2020-05-01,A no further action disposal,Male,25-34,2288
Black,2020-05-01,A no further action disposal,Male,over 34,1294
Black,2020-05-01,A no further action disposal,Other,18-24,4
Black,2020-05-01,A no further action disposal,Other,25-34,1
Black,2020-05-01,Arrest,Female,10-17,4
Black,2020-05-01,Arrest,Female,18-24,21
Black,2020-05-01,Arrest,Female,25-34,13
Black,2020-05-01,Arrest,Female,over 34,16
Black,2020-05-01,Arrest,Male,10-17,237
Black,2020-05-01,Arrest,Male,18-24,529
Black,2020-05-01,Arrest,Male,25-34,348
Black,2020-05-01,Arrest,Male,over 34,238
Black,2020-05-01,Caution (simple or conditional),Female,10-17,1
Black,2020-05-01,Caution (simple or conditional),Female,25-34,1
Black,2020-05-01,Community resolution,Female,10-17,2
Black,2020-05-01,Community resolution,Female,18-24,34
Black,2020-05-01,Community resolution,Female,25-34,15
Black,2020-05-01,Community resolution,Female,over 34,10
Black,2020-05-01,Community resolution,Male,10-17,28
Black,2020-05-01,Community resolution,Male,18-24,451
Black,2020-05-01,Community resolution,Male,25-34,292
Black,2020-05-01,Community resolution,Male,over 34,114
Black,2020-05-01,Penalty Notice for Disorder,Female,18-24,2
Black,2020-05-01,Penalty Notice for Disorder,Female,25-34,4
Black,2020-05-01,Penalty Notice for Disorder,Male,10-17,7
Black,2020-05-01,Penalty Notice for Disorder,Male,18-24,205
Black,2020-05-01,Penalty Notice for Disorder,Male,25-34,127
Black,2020-05-01,Penalty Notice for Disorder,Male,over 34,41
Black,2020-05-01,Summons / charged by post,Female,10-17,5
Black,2020-05-01,Summons / charged by post,Female,18-24,2
Black,2020-05-01,Summons / charged by post,Female,over 34,1
Black,2020-05-01,Summons / charged by post,Male,10-17,18
Black,2020-05-01,Summons / charged by post,Male,18-24,91
Black,2020-05-01,Summons / charged by post,Male,25-34,57
Black,2020-05-01,Summons / charged by post,Male,over 34,12
Black,2020-06-01,A no further action disposal,Female,10-17,53
Black,2020-06-01,A no further action disposal,Female,18-24,113
Black,2020-06-01,A no further action disposal,Female,25-34,59
Black,2020-06-01,A no further action disposal,Female,over 34,67
Black,2020-06-01,A no further action disposal,Male,10-17,1275
Black,2020-06-01,A no further action disposal,Male,18-24,2373
Black,2020-06-01,A no further action disposal,Male,25-34,1218
Black,2020-06-01,A no further action disposal,Male,over 34,745
Black,2020-06-01,A no further action disposal,Male,under 10,3
Black,2020-06-01,A no further action disposal,Other,18-24,1
Black,2020-06-01,A no further action disposal,Other,over 34,1
Black,2020-06-01,Arrest,Female,10-17,9
Black,2020-06-01,Arrest,Female,18-24,15
Black,2020-06-01,Arrest,Female,25-34,16
Black,2020-06-01,Arrest,Female,over 34,11
Black,2020-06-01,Arrest,Male,10-17,162
Black,2020-06-01,Arrest,Male,18-24,333
Black,2020-06-01,Arrest,Male,25-34,216
Black,2020-06-01,Arrest,Male,over 34,218
Black,2020-06-01,Caution (simple or conditional),Female,10-17,1
Black,2020-06-01,Caution (simple or conditional),Male,10-17,6
Black,2020-06-01,Caution (simple or conditional),Male,over 34,2
Black,2020-06-01,Community resolution,Female,10-17,2
Black,2020-06-01,Community resolution,Female,18-24,28
Black,2020-06-01,Community resolution,Female,25-34,11
Black,2020-06-01,Community resolution,Female,over 34,3
Black,2020-06-01,Community resolution,Male,10-17,34
Black,2020-06-01,Community resolution,Male,18-24,296
Black,2020-06-01,Community resolution,Male,25-34,197
Black,2020-06-01,Community resolution,Male,over 34,80
Black,2020-06-01,Penalty Notice for Disorder,Female,18-24,4
Black,2020-06-01,Penalty Notice for Disorder,Female,25-34,1
Black,2020-06-01,Penalty Notice for Disorder,Female,over 34,4
Black,2020-06-01,Penalty Notice for Disorder,Male,10-17,2
Black,2020-06-01,Penalty Notice for Disorder,Male,18-24,124
Black,2020-06-01,Penalty Notice for Disorder,Male,25-34,61
Black,2020-06-01,Penalty Notice for Disorder,Male,over 34,18
Black,2020-06-01,Summons / charged by post,Female,10-17,1
Black,2020-06-01,Summons / charged by post,Female,18-24,1
Black,2020-06-01,Summons / charged by post,Female,over 34,1
Black,2020-06-01,Summons / charged by post,Male,10-17,21
Black,2020-06-01,Summons / charged by post,Male,18-24,38
Black,2020-06-01,Summons / charged by post,Male,25-34,30
Black,2020-06-01,Summons / charged by post,Male,over 34,10
Black,2020-07-01,A no further action disposal,Female,10-17,43
Black,2020-07-01,A no further action disposal,Female,18-24,89
Black,2020-07-01,A no further action disposal,Female,25-34,63
Black,2020-07-01,A no further action disposal,Female,over 34,73
Black,2020-07-01,A no further action disposal,Male,10-17,1072
Black,2020-07-01,A no further action disposal,Male,18-24,2079
Black,2020-07-01,A no further action disposal,Male,25-34,1016
Black,2020-07-01,A no further action disposal,Male,over 34,675
Black,2020-07-01,A no further action disposal,Male,under 10,2
Black,2020-07-01,A no further action disposal,Other,10-17,2
Black,2020-07-01,A no further action disposal,Other,25-34,1
Black,2020-07-01,A no further action disposal,Other,over 34,1
Black,2020-07-01,Arrest,Female,10-17,5
Black,2020-07-01,Arrest,Female,18-24,12
Black,2020-07-01,Arrest,Female,25-34,18
Black,2020-07-01,Arrest,Female,over 34,18
Black,2020-07-01,Arrest,Male,10-17,164
Black,2020-07-01,Arrest,Male,18-24,317
Black,2020-07-01,Arrest,Male,25-34,224
Black,2020-07-01,Arrest,Male,over 34,196
Black,2020-07-01,Arrest,Other,18-24,1
Black,2020-07-01,Caution (simple or conditional),Female,10-17,1
Black,2020-07-01,Caution (simple or conditional),Male,18-24,1
Black,2020-07-01,Caution (simple or conditional),Male,25-34,1
Black,2020-07-01,Community resolution,Female,10-17,2
Black,2020-07-01,Community resolution,Female,18-24,26
Black,2020-07-01,Community resolution,Female,25-34,11
Black,2020-07-01,Community resolution,Female,over 34,10
Black,2020-07-01,Community resolution,Male,10-17,24
Black,2020-07-01,Community resolution,Male,18-24,256
Black,2020-07-01,Community resolution,Male,25-34,155
Black,2020-07-01,Community resolution,Male,over 34,80
Black,2020-07-01,Penalty Notice for Disorder,Female,18-24,3
Black,2020-07-01,Penalty Notice for Disorder,Female,25-34,2
Black,2020-07-01,Penalty Notice for Disorder,Male,10-17,1
Black,2020-07-01,Penalty Notice for Disorder,Male,18-24,101
Black,2020-07-01,Penalty Notice for Disorder,Male,25-34,71
Black,2020-07-01,Penalty Notice for Disorder,Male,over 34,25
Black,2020-07-01,Summons / charged by post,Female,10-17,1
Black,2020-07-01,Summons / charged by post,Female,over 34,1
Black,2020-07-01,Summons / charged by post,Male,10-17,8
Black,2020-07-01,Summons / charged by post,Male,18-24,48
Black,2020-07-01,Summons / charged by post,Male,25-34,31
Black,2020-07-01,Summons / charged by post,Male,over 34,13
Black,2020-08-01,A no further action disposal,Female,10-17,36
Black,2020-08-01,A no further action disposal,Female,18-24,70
Black,2020-08-01,A no further action disposal,Female,25-34,59
Black,2020-08-01,A no further action disposal,Female,over 34,63
Black,2020-08-01,A no further action disposal,Male,10-17,889
Black,2020-08-01,A no further action disposal,Male,18-24,1568
Black,2020-08-01,A no further action disposal,Male,25-34,780
Black,2020-08-01,A no further action disposal,Male,over 34,557
Black,2020-08-01,A no further action disposal,Other,18-24,2
Black,2020-08-01,Arrest,Female,10-17,4
Black,2020-08-01,Arrest,Female,18-24,8
Black,2020-08-01,Arrest,Female,25-34,11
Black,2020-08-01,Arrest,Female,over 34,11
Black,2020-08-01,Arrest,Male,10-17,192
Black,2020-08-01,Arrest,Male,18-24,237
Black,2020-08-01,Arrest,Male,25-34,183
Black,2020-08-01,Arrest,Male,over 34,179
Black,2020-08-01,Caution (simple or conditional),Male,18-24,1
Black,2020-08-01,Caution (simple or conditional),Male,25-34,1
Black,2020-08-01,Community resolution,Female,18-24,16
Black,2020-08-01,Community resolution,Female,25-34,21
Black,2020-08-01,Community resolution,Female,over 34,4
Black,2020-08-01,Community resolution,Male,10-17,16
Black,2020-08-01,Community resolution,Male,18-24,207
Black,2020-08-01,Community resolution,Male,25-34,126
Black,2020-08-01,Community resolution,Male,over 34,57
Black,2020-08-01,Penalty Notice for Disorder,Female,18-24,1
Black,2020-08-01,Penalty Notice for Disorder,Female,25-34,4
Black,2020-08-01,Penalty Notice for Disorder,Male,18-24,78
Black,2020-08-01,Penalty Notice for Disorder,Male,25-34,60
Black,2020-08-01,Penalty Notice for Disorder,Male,over 34,14
Black,2020-08-01,Summons / charged by post,Male,10-17,13
Black,2020-08-01,Summons / charged by post,Male,18-24,42
Black,2020-08-01,Summons / charged by post,Male,25-34,28
Black,2020-08-01,Summons / charged by post,Male,over 34,9
Black,2020-09-01,A no further action disposal,Female,10-17,25
Black,2020-09-01,A no further action disposal,Female,18-24,61
Black,2020-09-01,A no further action disposal,Female,25-34,58
Black,2020-09-01,A no further action disposal,Female,over 34,59
Black,2020-09-01,A no further action disposal,Male,10-17,846
Black,2020-09-01,A no further action disposal,Male,18-24,1489
Black,2020-09-01,A no further action disposal,Male,25-34,718
Black,2020-09-01,A no further action disposal,Male,over 34,558
Black,2020-09-01,A no further action disposal,Male,under 10,3
Black,2020-09-01,A no further action disposal,Other,10-17,1
Black,2020-09-01,A no further action disposal,Other,25-34,1
Black,2020-09-01,Arrest,Female,10-17,4
Black,2020-09-01,Arrest,Female,18-24,10
Black,2020-09-01,Arrest,Female,25-34,6
Black,2020-09-01,Arrest,Female,over 34,5
Black,2020-09-01,Arrest,Male,10-17,169
Black,2020-09-01,Arrest,Male,18-24,299
Black,2020-09-01,Arrest,Male,25-34,189
Black,2020-09-01,Arrest,Male,over 34,168
Black,2020-09-01,Caution (simple or conditional),Male,10-17,4
Black,2020-09-01,Caution (simple or conditional),Male,over 34,1
Black,2020-09-01,Community resolution,Female,10-17,3
Black,2020-09-01,Community resolution,Female,18-24,21
Black,2020-09-01,Community resolution,Female,25-34,6
Black,2020-09-01,Community resolution,Female,over 34,6
Black,2020-09-01,Community resolution,Male,10-17,15
Black,2020-09-01,Community resolution,Male,18-24,180
Black,2020-09-01,Community resolution,Male,25-34,95
Black,2020-09-01,Community resolution,Male,over 34,74
Black,2020-09-01,Penalty Notice for Disorder,Female,18-24,2
Black,2020-09-01,Penalty Notice for Disorder,Female,over 34,2
Black,2020-09-01,Penalty Notice for Disorder,Male,10-17,4
Black,2020-09-01,Penalty Notice for Disorder,Male,18-24,77
Black,2020-09-01,Penalty Notice for Disorder,Male,25-34,63
Black,2020-09-01,Penalty Notice for Disorder,Male,over 34,23
Black,2020-09-01,Penalty Notice for Disorder,Male,under 10,1
Black,2020-09-01,Summons / charged by post,Female,18-24,2
Black,2020-09-01,Summons / charged by post,Male,10-17,12
Black,2020-09-01,Summons / charged by post,Male,18-24,37
Black,2020-09-01,Summons / charged by post,Male,25-34,20
Black,2020-09-01,Summons / charged by post,Male,over 34,7
Black,2020-10-01,A no further action disposal,Female,10-17,56
Black,2020-10-01,A no further action disposal,Female,18-24,77
Black,2020-10-01,A no further action disposal,Female,25-34,45
Black,2020-10-01,A no further action disposal,Female,over 34,58
Black,2020-10-01,A no further action disposal,Male,10-17,1347
Black,2020-10-01,A no further action disposal,Male,18-24,1655
Black,2020-10-01,A no further action disposal,Male,25-34,900
Black,2020-10-01,A no further action disposal,Male,over 34,606
Black,2020-10-01,A no further action disposal,Male,under 10,1
Black,2020-10-01,A no further action disposal,Other,18-24,1
Black,2020-10-01,Arrest,Female,10-17,10
Black,2020-10-01,Arrest,Female,18-24,16
Black,2020-10-01,Arrest,Female,25-34,10
Black,2020-10-01,Arrest,Female,over 34,21
Black,2020-10-01,Arrest,Male,10-17,224
Black,2020-10-01,Arrest,Male,18-24,271
Black,2020-10-01,Arrest,Male,25-34,202
Black,2020-10-01,Arrest,Male,over 34,161
Black,2020-10-01,Caution (simple or conditional),Male,18-24,2
Black,2020-10-01,Caution (simple or conditional),Male,25-34,1
Black,2020-10-01,Community resolution,Female,10-17,5
Black,2020-10-01,Community resolution,Female,18-24,34
Black,2020-10-01,Community resolution,Female,25-34,12
Black,2020-10-01,Community resolution,Female,over 34,2
Black,2020-10-01,Community resolution,Male,10-17,18
Black,2020-10-01,Community resolution,Male,18-24,226
Black,2020-10-01,Community resolution,Male,25-34,118
Black,2020-10-01,Community resolution,Male,over 34,97
Black,2020-10-01,Penalty Notice for Disorder,Female,10-17,2
Black,2020-10-01,Penalty Notice for Disorder,Female,18-24,2
Black,2020-10-01,Penalty Notice for Disorder,Female,25-34,1
Black,2020-10-01,Penalty Notice for Disorder,Male,10-17,3
Black,2020-10-01,Penalty Notice for Disorder,Male,18-24,98
Black,2020-10-01,Penalty Notice for Disorder,Male,25-34,73
Black,2020-10-01,Penalty Notice for Disorder,Male,over 34,20
Black,2020-10-01,Summons / charged by post,Female,10-17,1
Black,2020-10-01,Summons / charged by post,Female,18-24,1
Black,2020-10-01,Summons / charged by post,Female,25-34,1
Black,2020-10-01,Summons / charged by post,Female,over 34,1
Black,2020-10-01,Summons / charged by post,Male,10-17,15
Black,2020-10-01,Summons / charged by post,Male,18-24,38
Black,2020-10-01,Summons / charged by post,Male,25-34,24
Black,2020-10-01,Summons / charged by post,Male,over 34,14
Black,2020-11-01,A no further action disposal,Female,10-17,48
Black,2020-11-01,A no further action disposal,Female,18-24,119
Black,2020-11-01,A no further action disposal,Female,25-34,69
Black,2020-11-01,A no further action disposal,Female,over 34,74
Black,2020-11-01,A no further action disposal,Male,10-17,1122
Black,2020-11-01,A no further action disposal,Male,18-24,1901
Black,2020-11-01,A no further action disposal,Male,25-34,951
Black,2020-11-01,A no further action disposal,Male,over 34,765
Black,2020-11-01,A no further action disposal,Other,25-34,1
Black,2020-11-01,Arrest,Female,10-17,3
Black,2020-11-01,Arrest,Female,18-24,10
Black,2020-11-01,Arrest,Female,25-34,12
Black,2020-11-01,Arrest,Female,over 34,20
Black,2020-11-01,Arrest,Male,10-17,169
Black,2020-11-01,Arrest,Male,18-24,308
Black,2020-11-01,Arrest,Male,25-34,225
Black,2020-11-01,Arrest,Male,over 34,154
Black,2020-11-01,Arrest,Other,over 34,1
Black,2020-11-01,Caution (simple or conditional),Female,25-34,1
Black,2020-11-01,Caution (simple or conditional),Male,10-17,3
Black,2020-11-01,Caution (simple or conditional),Male,18-24,2
Black,2020-11-01,Caution (simple or conditional),Male,over 34,1
Black,2020-11-01,Community resolution,Female,10-17,2
Black,2020-11-01,Community resolution,Female,18-24,28
Black,2020-11-01,Community resolution,Female,25-34,12
Black,2020-11-01,Community resolution,Female,over 34,5
Black,2020-11-01,Community resolution,Male,10-17,20
Black,2020-11-01,Community resolution,Male,18-24,241
Black,2020-11-01,Community resolution,Male,25-34,142
Black,2020-11-01,Community resolution,Male,over 34,76
Black,2020-11-01,Penalty Notice for Disorder,Female,18-24,3
Black,2020-11-01,Penalty Notice for Disorder,Female,25-34,4
Black,2020-11-01,Penalty Notice for Disorder,Male,10-17,5
Black,2020-11-01,Penalty Notice for Disorder,Male,18-24,107
Black,2020-11-01,Penalty Notice for Disorder,Male,25-34,63
Black,2020-11-01,Penalty Notice for Disorder,Male,over 34,26
Black,2020-11-01,Summons / charged by post,Female,10-17,3
Black,2020-11-01,Summons / charged by post,Female,25-34,1
Black,2020-11-01,Summons / charged by post,Female,over 34,1
Black,2020-11-01,Summons / charged by post,Male,10-17,22
Black,2020-11-01,Summons / charged by post,Male,18-24,49
Black,2020-11-01,Summons / charged by post,Male,25-34,32
Black,2020-11-01,Summons / charged by post,Male,over 34,15
Black,2020-12-01,A no further action disposal,Female,10-17,29
Black,2020-12-01,A no further action disposal,Female,18-24,83
Black,2020-12-01,A no further action disposal,Female,25-34,52
Black,2020-12-01,A no further action disposal,Female,over 34,58
Black,2020-12-01,A no further action disposal,Male,10-17,820
Black,2020-12-01,A no further action disposal,Male,18-24,1334
Black,2020-12-01,A no further action disposal,Male,25-34,712
Black,2020-12-01,A no further action disposal,Male,over 34,580
Black,2020-12-01,A no further action disposal,Male,under 10,1
Black,2020-12-01,Arrest,Female,10-17,7
Black,2020-12-01,Arrest,Female,18-24,13
Black,2020-12-01,Arrest,Female,25-34,11
Black,2020-12-01,Arrest,Female,over 34,16
Black,2020-12-01,Arrest,Male,10-17,166
Black,2020-12-01,Arrest,Male,18-24,253
Black,2020-12-01,Arrest,Male,25-34,179
Black,2020-12-01,Arrest,Male,over 34,161
Black,2020-12-01,Caution (simple or conditional),Male,10-17,3
Black,2020-12-01,Caution (simple or conditional),Male,18-24,1
Black,2020-12-01,Caution (simple or conditional),Male,over 34,1
Black,2020-12-01,Community resolution,Female,10-17,1
Black,2020-12-01,Community resolution,Female,18-24,22
Black,2020-12-01,Community resolution,Female,25-34,12
Black,2020-12-01,Community resolution,Female,over 34,8
Black,2020-12-01,Community resolution,Male,10-17,8
Black,2020-12-01,Community resolution,Male,18-24,198
Black,2020-12-01,Community resolution,Male,25-34,132
Black,2020-12-01,Community resolution,Male,over 34,66
Black,2020-12-01,Penalty Notice for Disorder,Female,10-17,1
Black,2020-12-01,Penalty Notice for Disorder,Female,18-24,2
Black,2020-12-01,Penalty Notice for Disorder,Female,25-34,1
Black,2020-12-01,Penalty Notice for Disorder,Female,over 34,1
Black,2020-12-01,Penalty Notice for Disorder,Male,10-17,1
Black,2020-12-01,Penalty Notice for Disorder,Male,18-24,72
Black,2020-12-01,Penalty Notice for Disorder,Male,25-34,46
Black,2020-12-01,Penalty Notice for Disorder,Male,over 34,26
Black,2020-12-01,Summons / charged by post,Male,10-17,21
Black,2020-12-01,Summons / charged by post,Male,18-24,28
Black,2020-12-01,Summons / charged by post,Male,25-34,25
Black,2020-12-01,Summons / charged by post,Male,over 34,17
Other,2020-01-01,A no further action disposal,Female,10-17,4
Other,2020-01-01,A no further action disposal,Female,18-24,10
Other,2020-01-01,A no further action disposal,Female,25-34,3
Other,2020-01-01,A no further action disposal,Female,over 34,3
Other,2020-01-01,A no further action disposal,Male,10-17,190
Other,2020-01-01,A no further action disposal,Male,18-24,379
Other,2020-01-01,A no further action disposal,Male,25-34,176
Other,2020-01-01,A no further action disposal,Male,over 34,64
Other,2020-01-01,Arrest,Female,25-34,1
Other,2020-01-01,Arrest,Male,10-17,23
Other,2020-01-01,Arrest,Male,18-24,57
Other,2020-01-01,Arrest,Male,25-34,28
Other,2020-01-01,Arrest,Male,over 34,14
Other,2020-01-01,Community resolution,Female,18-24,2
Other,2020-01-01,Community resolution,Male,10-17,5
Other,2020-01-01,Community resolution,Male,18-24,58
Other,2020-01-01,Community resolution,Male,25-34,23
Other,2020-01-01,Community resolution,Male,over 34,4
Other,2020-01-01,Penalty Notice for Disorder,Female,18-24,3
Other,2020-01-01,Penalty Notice for Disorder,Male,18-24,12
Other,2020-01-01,Penalty Notice for Disorder,Male,25-34,7
Other,2020-01-01,Penalty Notice for Disorder,Male,over 34,3
Other,2020-01-01,Summons / charged by post,Male,10-17,1
Other,2020-01-01,Summons / charged by post,Male,18-24,5
Other,2020-02-01,A no further action disposal,Female,10-17,4
Other,2020-02-01,A no further action disposal,Female,18-24,3
Other,2020-02-01,A no further action disposal,Female,25-34,6
Other,2020-02-01,A no further action disposal,Female,over 34,1
Other,2020-02-01,A no further action disposal,Male,10-17,123
Other,2020-02-01,A no further action disposal,Male,18-24,296
Other,2020-02-01,A no further action disposal,Male,25-34,109
Other,2020-02-01,A no further action disposal,Male,over 34,48
Other,2020-02-01,A no further action disposal,Male,under 10,1
Other,2020-02-01,Arrest,Male,10-17,11
Other,2020-02-01,Arrest,Male,18-24,30
Other,2020-02-01,Arrest,Male,25-34,19
Other,2020-02-01,Arrest,Male,over 34,8
Other,2020-02-01,Community resolution,Female,10-17,2
Other,2020-02-01,Community resolution,Female,18-24,1
Other,2020-02-01,Community resolution,Female,25-34,1
Other,2020-02-01,Community resolution,Male,10-17,1
Other,2020-02-01,Community resolution,Male,18-24,39
Other,2020-02-01,Community resolution,Male,25-34,31
Other,2020-02-01,Community resolution,Male,over 34,4
Other,2020-02-01,Penalty Notice for Disorder,Male,10-17,1
Other,2020-02-01,Penalty Notice for Disorder,Male,18-24,9
Other,2020-02-01,Penalty Notice for Disorder,Male,25-34,5
Other,2020-02-01,Penalty Notice for Disorder,Male,over 34,1
Other,2020-02-01,Summons / charged by post,Male,10-17,2
Other,2020-02-01,Summons / charged by post,Male,18-24,9
Other,2020-02-01,Summons / charged by post,Male,25-34,1
Other,2020-02-01,Summons / charged by post,Male,over 34,2
Other,2020-03-01,A no further action disposal,Female,10-17,4
